"","year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
"5862",1999,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",596,"Million bbl/yr",237.671626537531
"5863",1999,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",305.1216,"Bcf/yr",22.2404325318303
"5864",2000,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",768.2,"Million bbl/yr",306.341180379415
"5865",2000,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",339.024,"Bcf/yr",24.7115917020337
"5866",2001,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",745.3,"Million bbl/yr",297.209166540977
"5867",2001,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",300.1775,"Bcf/yr",21.8800551528424
"5868",2002,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",715.4,"Million bbl/yr",285.285707424413
"5869",2002,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",282.52,"Bcf/yr",20.5929930850281
"5870",2003,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",726.4,"Million bbl/yr",289.672264290038
"5871",2003,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",321.3665,"Bcf/yr",23.4245296342195
"5872",2004,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",855.9,"Million bbl/yr",341.314001935358
"5873",2004,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",342.5555,"Bcf/yr",24.9690041155966
"5874",2005,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",777.5,"Million bbl/yr",310.049814820353
"5875",2005,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",434.3745,"Bcf/yr",31.6617268682307
"5876",2006,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",699,"Million bbl/yr",278.745749915662
"5877",2006,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",438.25915,"Bcf/yr",31.9448805231498
"5878",2007,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",788.4,"Million bbl/yr",314.396493896292
"5879",2007,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",425.8989,"Bcf/yr",31.0439370756799
"5880",2008,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",846.8,"Million bbl/yr",337.685123073795
"5881",2008,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",448.5005,"Bcf/yr",32.6913765224821
"5882",2009,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",733.7,"Million bbl/yr",292.583342937226
"5883",2009,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",405.734035,"Bcf/yr",29.574112194236
"5884",2010,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",741,"Million bbl/yr",295.494421584414
"5885",2010,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",414.350895,"Bcf/yr",30.2021984833293
"5886",2011,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",913.6,"Million bbl/yr",364.323486585048
"5887",2011,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",477.917895,"Bcf/yr",34.8356219274607
"5888",2012,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",1004.8,"Million bbl/yr",400.692030780053
"5889",2012,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",547.912225,"Bcf/yr",39.9375359642764
"5890",2013,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",935.1,"Million bbl/yr",372.897211367862
"5891",2013,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",576.022965,"Bcf/yr",41.9865387762367
"5892",2014,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",1046.5,"Million bbl/yr",417.321069079743
"5893",2014,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",530.749135,"Bcf/yr",38.6865116343609
"5894",2015,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",1043.4,"Million bbl/yr",416.08485759943
"5895",2015,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",597.141335,"Bcf/yr",43.5258650093425
"5896",2016,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",1043.9,"Million bbl/yr",416.284246547867
"5897",2016,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",610.6315504,"Bcf/yr",44.5091720759139
"5898",2017,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",987,"Million bbl/yr",393.593784215677
"5899",2017,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",603.9570721,"Bcf/yr",44.0226667471652
"5900",2018,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",998.9,"Million bbl/yr",398.33924118849
"5901",2018,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",626.4,"Bcf/yr",45.6585405226589
"5902",2019,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",1086,"Million bbl/yr",433.072796006307
"5903",2019,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",493,"Bcf/yr",35.934962448389
"5904",2020,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",980,"Million bbl/yr",390.802338937551
"5905",2020,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",410,"Bcf/yr",29.8850600483559
"5906",2021,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",881,"Million bbl/yr",351.323327146921
"5907",2021,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",449,"Bcf/yr",32.7277852724679
"5908",2022,"Kuwait Petroleum Corp.","State-owned Entity","Oil & NGL",988,"Million bbl/yr",393.992562112552
"5909",2022,"Kuwait Petroleum Corp.","State-owned Entity","Natural Gas",490,"Bcf/yr",35.7162912773034
"5910",1961,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",0.6662,"Million bbl/yr",0.26566583489816
"5911",1962,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",6.7052,"Million bbl/yr",2.6738855541266
"5912",1963,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",16.9414,"Million bbl/yr",6.75585586211902
"5913",1964,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",31.5642,"Million bbl/yr",12.5871052925435
"5914",1965,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",44.53,"Million bbl/yr",17.7575797478461
"5915",1966,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",55.042,"Million bbl/yr",21.9495329997966
"5916",1967,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",63.2545,"Million bbl/yr",25.224496477883
"5917",1968,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",94.8635,"Million bbl/yr",37.8294670202066
"5918",1969,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",113.442,"Million bbl/yr",45.2381621772997
"5919",1970,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",245.061,"Million bbl/yr",97.7249101860972
"5920",1970,"Libya National Oil Corp.","State-owned Entity","Natural Gas",1.972677029,"Bcf/yr",0.143789198701652
"5921",1971,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",301.125,"Million bbl/yr",120.0819941965
"5922",1971,"Libya National Oil Corp.","State-owned Entity","Natural Gas",7.1257925445,"Bcf/yr",0.519401800206121
"5923",1972,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",328.208,"Million bbl/yr",130.882095977567
"5924",1972,"Libya National Oil Corp.","State-owned Entity","Natural Gas",37.900390536,"Bcf/yr",2.76257426103537
"5925",1973,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",404.8798199847,"Million bbl/yr",161.457123100649
"5926",1973,"Libya National Oil Corp.","State-owned Entity","Natural Gas",77.5252013727,"Bcf/yr",5.65084219093665
"5927",1974,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",305.32204993675,"Million bbl/yr",121.755684943357
"5928",1974,"Libya National Oil Corp.","State-owned Entity","Natural Gas",75.19153783625,"Bcf/yr",5.48074054479161
"5929",1975,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",324.106799994,"Million bbl/yr",129.246628064511
"5930",1975,"Libya National Oil Corp.","State-owned Entity","Natural Gas",93.299572455,"Bcf/yr",6.80064225683807
"5931",1976,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",458.61786269325,"Million bbl/yr",182.886666754146
"5932",1976,"Libya National Oil Corp.","State-owned Entity","Natural Gas",103.929976995,"Bcf/yr",7.57549659346299
"5933",1977,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",527.102100049,"Million bbl/yr",210.196666895964
"5934",1977,"Libya National Oil Corp.","State-owned Entity","Natural Gas",118.6189494315,"Bcf/yr",8.64618152837384
"5935",1978,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",506.6480999265,"Million bbl/yr",202.040063744431
"5936",1978,"Libya National Oil Corp.","State-owned Entity","Natural Gas",120.262846907,"Bcf/yr",8.76600585707788
"5937",1979,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",534.531199965,"Million bbl/yr",213.159227736141
"5938",1979,"Libya National Oil Corp.","State-owned Entity","Natural Gas",159.340639843,"Bcf/yr",11.6144014386622
"5939",1980,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",456.5408032745,"Million bbl/yr",182.058381367452
"5940",1980,"Libya National Oil Corp.","State-owned Entity","Natural Gas",126,"Bcf/yr",9.18418918559231
"5941",1981,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",291.326700049,"Million bbl/yr",116.174648749089
"5942",1981,"Libya National Oil Corp.","State-owned Entity","Natural Gas",77,"Bcf/yr",5.61256005786197
"5943",1982,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",293.815900112,"Million bbl/yr",117.167286715114
"5944",1982,"Libya National Oil Corp.","State-owned Entity","Natural Gas",84,"Bcf/yr",6.12279279039487
"5945",1983,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",282.418499902,"Million bbl/yr",112.622255429527
"5946",1983,"Libya National Oil Corp.","State-owned Entity","Natural Gas",98,"Bcf/yr",7.14325825546069
"5947",1984,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",277.768989085,"Million bbl/yr",110.768133284426
"5948",1984,"Libya National Oil Corp.","State-owned Entity","Natural Gas",113.4,"Bcf/yr",8.26577026703308
"5949",1985,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",270.494000126,"Million bbl/yr",107.867028487566
"5950",1985,"Libya National Oil Corp.","State-owned Entity","Natural Gas",126,"Bcf/yr",9.18418918559231
"5951",1986,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",264.109999965,"Million bbl/yr",105.321230329713
"5952",1986,"Libya National Oil Corp.","State-owned Entity","Natural Gas",138.6,"Bcf/yr",10.1026081041515
"5953",1987,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",248.31100000035,"Million bbl/yr",99.0209383510808
"5954",1987,"Libya National Oil Corp.","State-owned Entity","Natural Gas",132.3,"Bcf/yr",9.64339864487193
"5955",1988,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",300.1468796795,"Million bbl/yr",119.6919414322
"5956",1988,"Libya National Oil Corp.","State-owned Entity","Natural Gas",135.8,"Bcf/yr",9.89851501113838
"5957",1989,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",293.834099888,"Million bbl/yr",117.174544383511
"5958",1989,"Libya National Oil Corp.","State-owned Entity","Natural Gas",148.4,"Bcf/yr",10.8169339296976
"5959",1990,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",351.312564386,"Million bbl/yr",140.095685571631
"5960",1990,"Libya National Oil Corp.","State-owned Entity","Natural Gas",153.3,"Bcf/yr",11.1740968424706
"5961",1991,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",378.9450000175,"Million bbl/yr",151.114890138295
"5962",1991,"Libya National Oil Corp.","State-owned Entity","Natural Gas",161.665,"Bcf/yr",11.7838249578475
"5963",1992,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",366.12947644,"Million bbl/yr",146.004342598707
"5964",1992,"Libya National Oil Corp.","State-owned Entity","Natural Gas",167.39849875,"Bcf/yr",12.2017419198741
"5965",1993,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",358.1804107735,"Million bbl/yr",142.834430910099
"5966",1993,"Libya National Oil Corp.","State-owned Entity","Natural Gas",157.22238,"Bcf/yr",11.4600006518181
"5967",1994,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",362.4494999755,"Million bbl/yr",144.536849323644
"5968",1994,"Libya National Oil Corp.","State-owned Entity","Natural Gas",157.962,"Bcf/yr",11.5139118423376
"5969",1995,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",365.365,"Million bbl/yr",145.699486291754
"5970",1995,"Libya National Oil Corp.","State-owned Entity","Natural Gas",156.73,"Bcf/yr",11.4241108814118
"5971",1996,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",370.4359072225,"Million bbl/yr",147.721652009191
"5972",1996,"Libya National Oil Corp.","State-owned Entity","Natural Gas",158.70561,"Bcf/yr",11.5681138655145
"5973",1997,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",384.761999944,"Million bbl/yr",153.434581135107
"5974",1997,"Libya National Oil Corp.","State-owned Entity","Natural Gas",162.413685,"Bcf/yr",11.8383968997555
"5975",1998,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",370.520499951,"Million bbl/yr",147.755385719553
"5976",1998,"Libya National Oil Corp.","State-owned Entity","Natural Gas",157.22238,"Bcf/yr",11.4600006518181
"5977",1999,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",352.323999972,"Million bbl/yr",140.49902372744
"5978",1999,"Libya National Oil Corp.","State-owned Entity","Natural Gas",128.5466,"Bcf/yr",9.36981185368778
"5979",2000,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",375.591980771,"Million bbl/yr",149.777780174995
"5980",2000,"Libya National Oil Corp.","State-owned Entity","Natural Gas",148.323,"Bcf/yr",10.8113213696398
"5981",2001,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",364.9939999475,"Million bbl/yr",145.551539671077
"5982",2001,"Libya National Oil Corp.","State-owned Entity","Natural Gas",152.77269,"Bcf/yr",11.1356610107289
"5983",2002,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",353.489500014,"Million bbl/yr",140.963799382997
"5984",2002,"Libya National Oil Corp.","State-owned Entity","Natural Gas",153.514305,"Bcf/yr",11.1897176175771
"5985",2003,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",379.550500014,"Million bbl/yr",151.356350153457
"5986",2003,"Libya National Oil Corp.","State-owned Entity","Natural Gas",135.96275,"Bcf/yr",9.91037792216977
"5987",2004,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",404.5123469345,"Million bbl/yr",161.310582970532
"5988",2004,"Libya National Oil Corp.","State-owned Entity","Natural Gas",199.24723,"Bcf/yr",14.5232083732161
"5989",2005,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",444.548999944,"Million bbl/yr",177.276315255576
"5990",2005,"Libya National Oil Corp.","State-owned Entity","Natural Gas",279.34165,"Bcf/yr",20.3613219128215
"5991",2006,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",476.416500098,"Million bbl/yr",189.984369945654
"5992",2006,"Libya National Oil Corp.","State-owned Entity","Natural Gas",326.1869975,"Bcf/yr",23.7758975787327
"5993",2007,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",493.2549999475,"Million bbl/yr",196.699191502168
"5994",2007,"Libya National Oil Corp.","State-owned Entity","Natural Gas",377.72924,"Bcf/yr",27.5328317546826
"5995",2008,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",496.3939165815,"Million bbl/yr",197.950922075941
"5996",2008,"Libya National Oil Corp.","State-owned Entity","Natural Gas",393.05595,"Bcf/yr",28.6500016295453
"5997",2009,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",471.3975,"Million bbl/yr",187.982903642158
"5998",2009,"Libya National Oil Corp.","State-owned Entity","Natural Gas",393.0806705,"Bcf/yr",28.6518035164403
"5999",2010,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",472.675,"Million bbl/yr",188.492342405415
"6000",2010,"Libya National Oil Corp.","State-owned Entity","Natural Gas",415.650487,"Bcf/yr",30.2969262515205
"6001",2011,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",133.4620000042,"Million bbl/yr",53.2216956744131
"6002",2011,"Libya National Oil Corp.","State-owned Entity","Natural Gas",183.11554821,"Bcf/yr",13.3473637903499
"6003",2012,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",395.752745843,"Million bbl/yr",157.817447669799
"6004",2012,"Libya National Oil Corp.","State-owned Entity","Natural Gas",397.2550603,"Bcf/yr",28.9560764184848
"6005",2013,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",266.8714999195,"Million bbl/yr",106.422455473789
"6006",2013,"Libya National Oil Corp.","State-owned Entity","Natural Gas",412.0168003,"Bcf/yr",30.0320654095048
"6007",2014,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",147.4024999951,"Million bbl/yr",58.7808589421709
"6008",2014,"Libya National Oil Corp.","State-owned Entity","Natural Gas",409.28563641,"Bcf/yr",29.8329898074205
"6009",2015,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",126.20999998985,"Million bbl/yr",50.3297583605528
"6010",2015,"Libya National Oil Corp.","State-owned Entity","Natural Gas",378.75192327,"Bcf/yr",27.6073755374494
"6011",2016,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",122.55971993265,"Million bbl/yr",48.8741073563376
"6012",2016,"Libya National Oil Corp.","State-owned Entity","Natural Gas",383.98678164,"Bcf/yr",27.9889464075277
"6013",2017,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",233.4990000105,"Million bbl/yr",93.1142401466151
"6014",2017,"Libya National Oil Corp.","State-owned Entity","Natural Gas",352.88910503,"Bcf/yr",25.7222246200784
"6015",2018,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",267.497999972,"Million bbl/yr",106.672289847117
"6016",2018,"Libya National Oil Corp.","State-owned Entity","Natural Gas",342.30244062,"Bcf/yr",24.9505585186036
"6017",2019,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",304.9830000315,"Million bbl/yr",121.620479335206
"6018",2019,"Libya National Oil Corp.","State-owned Entity","Natural Gas",349.93989128,"Bcf/yr",25.5072552785804
"6019",2020,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",98.20693989085,"Million bbl/yr",39.1627569482079
"6020",2020,"Libya National Oil Corp.","State-owned Entity","Natural Gas",318.2332216,"Bcf/yr",23.1961437485311
"6021",2021,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",313.0049999615,"Million bbl/yr",124.819475596023
"6022",2021,"Libya National Oil Corp.","State-owned Entity","Natural Gas",362.23198361,"Bcf/yr",26.4032306868779
"6023",2022,"Libya National Oil Corp.","State-owned Entity","Oil & NGL",275.8041999615,"Million bbl/yr",109.984618809953
"6024",2022,"Libya National Oil Corp.","State-owned Entity","Natural Gas",588.5209435,"Bcf/yr",42.8975213078356
"6025",1996,"Lukoil","Investor-owned Company","Oil & NGL",430.7,"Million bbl/yr",171.753640184085
"6026",1997,"Lukoil","Investor-owned Company","Oil & NGL",438,"Million bbl/yr",174.664718831273
"6027",1997,"Lukoil","Investor-owned Company","Natural Gas",119,"Bcf/yr",8.67395645305941
"6028",1998,"Lukoil","Investor-owned Company","Oil & NGL",468.7,"Million bbl/yr",186.907200265337
"6029",1998,"Lukoil","Investor-owned Company","Natural Gas",134.7,"Bcf/yr",9.81833558174035
"6030",1999,"Lukoil","Investor-owned Company","Oil & NGL",554.06737,"Million bbl/yr",220.949820535692
"6031",1999,"Lukoil","Investor-owned Company","Natural Gas",136.632446676,"Bcf/yr",9.95919237430744
"6032",2000,"Lukoil","Investor-owned Company","Oil & NGL",569.84153,"Million bbl/yr",227.240206885462
"6033",2000,"Lukoil","Investor-owned Company","Natural Gas",164.990124288,"Bcf/yr",12.0261945652014
"6034",2001,"Lukoil","Investor-owned Company","Oil & NGL",541.56972,"Million bbl/yr",215.966033952811
"6035",2001,"Lukoil","Investor-owned Company","Natural Gas",116.008681095,"Bcf/yr",8.45591805037719
"6036",2002,"Lukoil","Investor-owned Company","Oil & NGL",564.23408,"Million bbl/yr",225.00407976763
"6037",2002,"Lukoil","Investor-owned Company","Natural Gas",126.002731856,"Bcf/yr",9.18438831164256
"6038",2003,"Lukoil","Investor-owned Company","Oil & NGL",588.05658,"Million bbl/yr",234.503966215936
"6039",2003,"Lukoil","Investor-owned Company","Natural Gas",132.995035922,"Bcf/yr",9.69406008454201
"6040",2004,"Lukoil","Investor-owned Company","Oil & NGL",631.846,"Million bbl/yr",251.966219028915
"6041",2004,"Lukoil","Investor-owned Company","Natural Gas",173.889420308,"Bcf/yr",12.6748677260448
"6042",2005,"Lukoil","Investor-owned Company","Oil & NGL",660.85814,"Million bbl/yr",263.535619201959
"6043",2005,"Lukoil","Investor-owned Company","Natural Gas",198.998148545,"Bcf/yr",14.5050527287292
"6044",2006,"Lukoil","Investor-owned Company","Oil & NGL",698.07255,"Million bbl/yr",278.375903355205
"6045",2006,"Lukoil","Investor-owned Company","Natural Gas",480.703247204,"Bcf/yr",35.0386473369054
"6046",2007,"Lukoil","Investor-owned Company","Oil & NGL",708.40785,"Million bbl/yr",282.497392552778
"6047",2007,"Lukoil","Investor-owned Company","Natural Gas",492.816177985,"Bcf/yr",35.9215635899585
"6048",2008,"Lukoil","Investor-owned Company","Oil & NGL",698.1092,"Million bbl/yr",278.390518565125
"6049",2008,"Lukoil","Investor-owned Company","Natural Gas",601.05563234,"Bcf/yr",43.8111796704474
"6050",2009,"Lukoil","Investor-owned Company","Oil & NGL",715.51795,"Million bbl/yr",285.332743277349
"6051",2009,"Lukoil","Investor-owned Company","Natural Gas",526.117908966,"Bcf/yr",38.3489397608887
"6052",2010,"Lukoil","Investor-owned Company","Oil & NGL",703.62136,"Million bbl/yr",280.588646137164
"6053",2010,"Lukoil","Investor-owned Company","Natural Gas",655.228331518,"Bcf/yr",47.7598488604866
"6054",2011,"Lukoil","Investor-owned Company","Oil & NGL",666.42161,"Million bbl/yr",265.754208067887
"6055",2011,"Lukoil","Investor-owned Company","Natural Gas",637.005963346,"Bcf/yr",46.4316133311123
"6056",2012,"Lukoil","Investor-owned Company","Oil & NGL",658.64448,"Million bbl/yr",262.652860522763
"6057",2012,"Lukoil","Investor-owned Company","Natural Gas",703.962571978,"Bcf/yr",51.312106671604
"6058",2013,"Lukoil","Investor-owned Company","Oil & NGL",665.61531,"Million bbl/yr",265.432673449636
"6059",2013,"Lukoil","Investor-owned Company","Natural Gas",826.751669137,"Bcf/yr",60.2622518957018
"6060",2014,"Lukoil","Investor-owned Company","Oil & NGL",712.53464,"Million bbl/yr",284.143065189823
"6061",2014,"Lukoil","Investor-owned Company","Natural Gas",818.876498396,"Bcf/yr",59.6882276262242
"6062",2015,"Lukoil","Investor-owned Company","Oil & NGL",738.04304,"Million bbl/yr",294.31525129447
"6063",2015,"Lukoil","Investor-owned Company","Natural Gas",846.351309322,"Bcf/yr",61.6908773197381
"6064",2016,"Lukoil","Investor-owned Company","Oil & NGL",674.30136,"Million bbl/yr",268.896478200788
"6065",2016,"Lukoil","Investor-owned Company","Natural Gas",880.112130974,"Bcf/yr",64.151716788889
"6066",2017,"Lukoil","Investor-owned Company","Oil & NGL",640.74462,"Million bbl/yr",255.514791997605
"6067",2017,"Lukoil","Investor-owned Company","Natural Gas",1019.216604287,"Bcf/yr",74.2910961497522
"6068",2018,"Lukoil","Investor-owned Company","Oil & NGL",638.61892,"Million bbl/yr",254.667109822217
"6069",2018,"Lukoil","Investor-owned Company","Natural Gas",1184.559875181,"Bcf/yr",86.34303170892
"6070",2019,"Lukoil","Investor-owned Company","Oil & NGL",641.28704,"Million bbl/yr",255.731097104428
"6071",2019,"Lukoil","Investor-owned Company","Natural Gas",1019.216604287,"Bcf/yr",74.2910961497522
"6072",2020,"Lukoil","Investor-owned Company","Oil & NGL",586.75917,"Million bbl/yr",233.986587784751
"6073",2020,"Lukoil","Investor-owned Company","Natural Gas",1024.301916335,"Bcf/yr",74.6617665300428
"6074",2021,"Lukoil","Investor-owned Company","Oil & NGL",595.02008,"Million bbl/yr",237.280856100826
"6075",2021,"Lukoil","Investor-owned Company","Natural Gas",1136.284725392,"Bcf/yr",82.8242371960233
"6076",2022,"Lukoil","Investor-owned Company","Oil & NGL",647.855436,"Million bbl/yr",258.35042824715
"6077",2022,"Lukoil","Investor-owned Company","Natural Gas",1222.137384,"Bcf/yr",89.0820709955625
"6078",1938,"Marathon Oil","Investor-owned Company","Oil & NGL",19.24353,"Million bbl/yr",7.67389442185198
"6079",1939,"Marathon Oil","Investor-owned Company","Oil & NGL",20.77818,"Million bbl/yr",8.28587892129128
"6080",1940,"Marathon Oil","Investor-owned Company","Oil & NGL",22.625408,"Million bbl/yr",9.02251261817999
"6081",1941,"Marathon Oil","Investor-owned Company","Oil & NGL",24.99860533,"Million bbl/yr",9.96889125830688
"6082",1942,"Marathon Oil","Investor-owned Company","Oil & NGL",27.37180267,"Million bbl/yr",10.9152699024215
"6083",1943,"Marathon Oil","Investor-owned Company","Oil & NGL",29.745,"Million bbl/yr",11.8616485425484
"6084",1944,"Marathon Oil","Investor-owned Company","Oil & NGL",31.942,"Million bbl/yr",12.7377635819829
"6085",1945,"Marathon Oil","Investor-owned Company","Oil & NGL",31.673,"Million bbl/yr",12.6304923277235
"6086",1946,"Marathon Oil","Investor-owned Company","Oil & NGL",31.404,"Million bbl/yr",12.5232210734642
"6087",1947,"Marathon Oil","Investor-owned Company","Oil & NGL",33.05,"Million bbl/yr",13.1796094917205
"6088",1948,"Marathon Oil","Investor-owned Company","Oil & NGL",35.227224,"Million bbl/yr",14.0478382994664
"6089",1949,"Marathon Oil","Investor-owned Company","Oil & NGL",29.2146,"Million bbl/yr",11.6501367460459
"6090",1949,"Marathon Oil","Investor-owned Company","Natural Gas",36.34816,"Bcf/yr",2.64943157133475
"6091",1950,"Marathon Oil","Investor-owned Company","Oil & NGL",31.35934,"Million bbl/yr",12.5054116525897
"6092",1950,"Marathon Oil","Investor-owned Company","Natural Gas",41.052645,"Bcf/yr",2.99234331943619
"6093",1951,"Marathon Oil","Investor-owned Company","Oil & NGL",35.154975,"Million bbl/yr",14.0190269951951
"6094",1951,"Marathon Oil","Investor-owned Company","Natural Gas",52.122,"Bcf/yr",3.79919292644002
"6095",1952,"Marathon Oil","Investor-owned Company","Oil & NGL",35.602465,"Million bbl/yr",14.1974761162677
"6096",1952,"Marathon Oil","Investor-owned Company","Natural Gas",66.157345,"Bcf/yr",4.82223470235317
"6097",1953,"Marathon Oil","Investor-owned Company","Oil & NGL",37.7994,"Million bbl/yr",15.0735652351389
"6098",1953,"Marathon Oil","Investor-owned Company","Natural Gas",72.805455,"Bcf/yr",5.30681803542165
"6099",1954,"Marathon Oil","Investor-owned Company","Oil & NGL",36.35619,"Million bbl/yr",14.4980449865898
"6100",1954,"Marathon Oil","Investor-owned Company","Natural Gas",76.684675,"Bcf/yr",5.58957589552112
"6101",1955,"Marathon Oil","Investor-owned Company","Oil & NGL",38.365515,"Million bbl/yr",15.2993193842283
"6102",1955,"Marathon Oil","Investor-owned Company","Natural Gas",93.262245,"Bcf/yr",6.79792144407191
"6103",1956,"Marathon Oil","Investor-owned Company","Oil & NGL",39.549575,"Million bbl/yr",15.7714963408022
"6104",1956,"Marathon Oil","Investor-owned Company","Natural Gas",103.03366,"Bcf/yr",7.51016369780949
"6105",1957,"Marathon Oil","Investor-owned Company","Oil & NGL",38.918125,"Million bbl/yr",15.5196880378204
"6106",1957,"Marathon Oil","Investor-owned Company","Natural Gas",105.89745,"Bcf/yr",7.71890646882383
