"","year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
"6107",1958,"Marathon Oil","Investor-owned Company","Oil & NGL",36.748565,"Million bbl/yr",14.6545154638762
"6108",1958,"Marathon Oil","Investor-owned Company","Natural Gas",105.30104,"Bcf/yr",7.67543391110812
"6109",1959,"Marathon Oil","Investor-owned Company","Oil & NGL",39.89377,"Million bbl/yr",15.9087536990171
"6110",1959,"Marathon Oil","Investor-owned Company","Natural Gas",109.976325,"Bcf/yr",8.016217259811
"6111",1960,"Marathon Oil","Investor-owned Company","Oil & NGL",40.46755,"Million bbl/yr",16.137564480686
"6112",1960,"Marathon Oil","Investor-owned Company","Natural Gas",104.016605,"Bcf/yr",7.58181094256371
"6113",1961,"Marathon Oil","Investor-owned Company","Oil & NGL",43.239725,"Million bbl/yr",17.2430465969556
"6114",1961,"Marathon Oil","Investor-owned Company","Natural Gas",106.97347,"Bcf/yr",7.79733798666098
"6115",1962,"Marathon Oil","Investor-owned Company","Oil & NGL",48.216135,"Million bbl/yr",19.2275289107436
"6116",1962,"Marathon Oil","Investor-owned Company","Natural Gas",116.641225,"Bcf/yr",8.50202442253365
"6117",1963,"Marathon Oil","Investor-owned Company","Oil & NGL",54.5231525,"Million bbl/yr",21.7426280849478
"6118",1963,"Marathon Oil","Investor-owned Company","Natural Gas",120.46314,"Bcf/yr",8.78060529881344
"6119",1964,"Marathon Oil","Investor-owned Company","Oil & NGL",65.544875,"Million bbl/yr",26.1378474034382
"6120",1964,"Marathon Oil","Investor-owned Company","Natural Gas",123.639005,"Bcf/yr",9.01209533839995
"6121",1965,"Marathon Oil","Investor-owned Company","Oil & NGL",74.9803075,"Million bbl/yr",29.9004893318947
"6122",1965,"Marathon Oil","Investor-owned Company","Natural Gas",117.02411,"Bcf/yr",8.52993305964734
"6123",1966,"Marathon Oil","Investor-owned Company","Oil & NGL",85.3740475,"Million bbl/yr",34.0452831097608
"6124",1966,"Marathon Oil","Investor-owned Company","Natural Gas",134.695585,"Bcf/yr",9.81801377066691
"6125",1967,"Marathon Oil","Investor-owned Company","Oil & NGL",85.3988675,"Million bbl/yr",34.0551807771613
"6126",1967,"Marathon Oil","Investor-owned Company","Natural Gas",142.07917,"Bcf/yr",10.3562061635868
"6127",1968,"Marathon Oil","Investor-owned Company","Oil & NGL",97.74554,"Million bbl/yr",38.9787608701163
"6128",1968,"Marathon Oil","Investor-owned Company","Natural Gas",151.607495,"Bcf/yr",11.0507294923313
"6129",1969,"Marathon Oil","Investor-owned Company","Oil & NGL",107.9120675,"Million bbl/yr",43.0329473250887
"6130",1969,"Marathon Oil","Investor-owned Company","Natural Gas",157.1909,"Bcf/yr",11.4577060623295
"6131",1970,"Marathon Oil","Investor-owned Company","Oil & NGL",124.18322,"Million bbl/yr",49.521523298772
"6132",1970,"Marathon Oil","Investor-owned Company","Natural Gas",174.056455,"Bcf/yr",12.6870429499487
"6133",1971,"Marathon Oil","Investor-owned Company","Oil & NGL",119.5683425,"Million bbl/yr",47.681212154986
"6134",1971,"Marathon Oil","Investor-owned Company","Natural Gas",168.703,"Bcf/yr",12.2968275252141
"6135",1972,"Marathon Oil","Investor-owned Company","Oil & NGL",117.51686,"Million bbl/yr",46.86312627816
"6136",1972,"Marathon Oil","Investor-owned Company","Natural Gas",156.705085,"Bcf/yr",11.4222948173359
"6137",1973,"Marathon Oil","Investor-owned Company","Oil & NGL",113.957745,"Million bbl/yr",45.4438298837235
"6138",1973,"Marathon Oil","Investor-owned Company","Natural Gas",152.99924,"Bcf/yr",11.1521743286654
"6139",1974,"Marathon Oil","Investor-owned Company","Oil & NGL",101.89486,"Million bbl/yr",40.6334179731779
"6140",1974,"Marathon Oil","Investor-owned Company","Natural Gas",150.65594,"Bcf/yr",10.9813702769305
"6141",1975,"Marathon Oil","Investor-owned Company","Oil & NGL",96.76515,"Million bbl/yr",38.587803007799
"6142",1975,"Marathon Oil","Investor-owned Company","Natural Gas",163.052435,"Bcf/yr",11.8849556365992
"6143",1976,"Marathon Oil","Investor-owned Company","Oil & NGL",105.83029,"Million bbl/yr",42.2027804718769
"6144",1976,"Marathon Oil","Investor-owned Company","Natural Gas",155.053825,"Bcf/yr",11.301933831347
"6145",1977,"Marathon Oil","Investor-owned Company","Oil & NGL",113.69093,"Million bbl/yr",45.3374299591688
"6146",1977,"Marathon Oil","Investor-owned Company","Natural Gas",168.863965,"Bcf/yr",12.3085603268987
"6147",1978,"Marathon Oil","Investor-owned Company","Oil & NGL",109.16785,"Million bbl/yr",43.5337256293712
"6148",1978,"Marathon Oil","Investor-owned Company","Natural Gas",160.55693,"Bcf/yr",11.7030573029992
"6149",1979,"Marathon Oil","Investor-owned Company","Oil & NGL",110.88919,"Million bbl/yr",44.2201579743781
"6150",1979,"Marathon Oil","Investor-owned Company","Natural Gas",140.537775,"Bcf/yr",10.243853280335
"6151",1980,"Marathon Oil","Investor-owned Company","Oil & NGL",107.651352,"Million bbl/yr",42.928979746316
"6152",1980,"Marathon Oil","Investor-owned Company","Natural Gas",155.67022,"Bcf/yr",11.3468631035141
"6153",1981,"Marathon Oil","Investor-owned Company","Oil & NGL",104.413514,"Million bbl/yr",41.6378015182539
"6154",1981,"Marathon Oil","Investor-owned Company","Natural Gas",170.802665,"Bcf/yr",12.4498729266932
"6155",1982,"Marathon Oil","Investor-owned Company","Oil & NGL",101.175676,"Million bbl/yr",40.3466232901917
"6156",1982,"Marathon Oil","Investor-owned Company","Natural Gas",185.93511,"Bcf/yr",13.5528827498724
"6157",1983,"Marathon Oil","Investor-owned Company","Oil & NGL",97.937838,"Million bbl/yr",39.0554450621296
"6158",1983,"Marathon Oil","Investor-owned Company","Natural Gas",201.067555,"Bcf/yr",14.6558925730515
"6159",1984,"Marathon Oil","Investor-owned Company","Oil & NGL",94.7,"Million bbl/yr",37.7642668340675
"6160",1984,"Marathon Oil","Investor-owned Company","Natural Gas",216.2,"Bcf/yr",15.7589023962306
"6161",1985,"Marathon Oil","Investor-owned Company","Oil & NGL",92.03,"Million bbl/yr",36.6995298494111
"6162",1985,"Marathon Oil","Investor-owned Company","Natural Gas",374.9,"Bcf/yr",27.3266073466552
"6163",1986,"Marathon Oil","Investor-owned Company","Oil & NGL",92.03,"Million bbl/yr",36.6995298494111
"6164",1986,"Marathon Oil","Investor-owned Company","Natural Gas",374.9,"Bcf/yr",27.3266073466552
"6165",1987,"Marathon Oil","Investor-owned Company","Oil & NGL",79.68,"Million bbl/yr",31.7746228230042
"6166",1987,"Marathon Oil","Investor-owned Company","Natural Gas",358.8,"Bcf/yr",26.1530720618295
"6167",1988,"Marathon Oil","Investor-owned Company","Oil & NGL",81.44,"Million bbl/yr",32.4764719215043
"6168",1988,"Marathon Oil","Investor-owned Company","Natural Gas",411.6,"Bcf/yr",30.0016846729349
"6169",1989,"Marathon Oil","Investor-owned Company","Oil & NGL",76.12,"Million bbl/yr",30.354973510129
"6170",1989,"Marathon Oil","Investor-owned Company","Natural Gas",469.1,"Bcf/yr",34.1928821187409
"6171",1990,"Marathon Oil","Investor-owned Company","Oil & NGL",71.92,"Million bbl/yr",28.6801063432538
"6172",1990,"Marathon Oil","Investor-owned Company","Natural Gas",423.8,"Bcf/yr",30.8909474353494
"6173",1991,"Marathon Oil","Investor-owned Company","Oil & NGL",71.1,"Million bbl/yr",28.3531084678162
"6174",1991,"Marathon Oil","Investor-owned Company","Natural Gas",392.2,"Bcf/yr",28.5876110999151
"6175",1992,"Marathon Oil","Investor-owned Company","Oil & NGL",61,"Million bbl/yr",24.3254517093782
"6176",1992,"Marathon Oil","Investor-owned Company","Natural Gas",338,"Bcf/yr",24.6369519423032
"6177",1993,"Marathon Oil","Investor-owned Company","Oil & NGL",57,"Million bbl/yr",22.730340121878
"6178",1993,"Marathon Oil","Investor-owned Company","Natural Gas",317,"Bcf/yr",23.1062537447045
"6179",1994,"Marathon Oil","Investor-owned Company","Oil & NGL",62,"Million bbl/yr",24.7242296062533
"6180",1994,"Marathon Oil","Investor-owned Company","Natural Gas",345,"Bcf/yr",25.1471846748361
"6181",1995,"Marathon Oil","Investor-owned Company","Oil & NGL",74,"Million bbl/yr",29.5095643687539
"6182",1995,"Marathon Oil","Investor-owned Company","Natural Gas",390,"Bcf/yr",28.4272522411191
"6183",1996,"Marathon Oil","Investor-owned Company","Oil & NGL",66,"Million bbl/yr",26.3193411937535
"6184",1996,"Marathon Oil","Investor-owned Company","Natural Gas",418,"Bcf/yr",30.4681831712507
"6185",1997,"Marathon Oil","Investor-owned Company","Oil & NGL",60,"Million bbl/yr",23.9266738125032
"6186",1997,"Marathon Oil","Investor-owned Company","Natural Gas",445,"Bcf/yr",32.4362237110205
"6187",1998,"Marathon Oil","Investor-owned Company","Oil & NGL",71,"Million bbl/yr",28.3132306781287
"6188",1998,"Marathon Oil","Investor-owned Company","Natural Gas",436,"Bcf/yr",31.7802101977639
"6189",1999,"Marathon Oil","Investor-owned Company","Oil & NGL",76,"Million bbl/yr",30.307120162504
"6190",1999,"Marathon Oil","Investor-owned Company","Natural Gas",458,"Bcf/yr",33.3837987857244
"6191",2000,"Marathon Oil","Investor-owned Company","Oil & NGL",75,"Million bbl/yr",29.9083422656289
"6192",2000,"Marathon Oil","Investor-owned Company","Natural Gas",442,"Bcf/yr",32.2175525399349
"6193",2001,"Marathon Oil","Investor-owned Company","Oil & NGL",76.285,"Million bbl/yr",30.4207718631134
"6194",2001,"Marathon Oil","Investor-owned Company","Natural Gas",464.645,"Bcf/yr",33.8681554296789
"6195",2002,"Marathon Oil","Investor-owned Company","Oil & NGL",75.555,"Million bbl/yr",30.1296639983946
"6196",2002,"Marathon Oil","Investor-owned Company","Natural Gas",448.95,"Bcf/yr",32.7241407529497
"6197",2003,"Marathon Oil","Investor-owned Company","Oil & NGL",70.81,"Million bbl/yr",28.2374628777225
"6198",2003,"Marathon Oil","Investor-owned Company","Natural Gas",427.05,"Bcf/yr",31.1278412040254
"6199",2004,"Marathon Oil","Investor-owned Company","Oil & NGL",66.065,"Million bbl/yr",26.3452617570504
"6200",2004,"Marathon Oil","Investor-owned Company","Natural Gas",383.615,"Bcf/yr",27.9618470986587
"6201",2005,"Marathon Oil","Investor-owned Company","Oil & NGL",59.86,"Million bbl/yr",23.8708449069406
"6202",2005,"Marathon Oil","Investor-owned Company","Natural Gas",340.18,"Bcf/yr",24.795852993292
"6203",2006,"Marathon Oil","Investor-owned Company","Oil & NGL",81.395,"Million bbl/yr",32.4585269161449
"6204",2006,"Marathon Oil","Investor-owned Company","Natural Gas",309.155,"Bcf/yr",22.5344286323158
"6205",2007,"Marathon Oil","Investor-owned Company","Oil & NGL",72.201,"Million bbl/yr",28.7921629322757
"6206",2007,"Marathon Oil","Investor-owned Company","Natural Gas",337.625,"Bcf/yr",24.6096180459175
"6207",2008,"Marathon Oil","Investor-owned Company","Oil & NGL",88.695,"Million bbl/yr",35.3696055633328
"6208",2008,"Marathon Oil","Investor-owned Company","Natural Gas",370.84,"Bcf/yr",27.0306723617861
"6209",2009,"Marathon Oil","Investor-owned Company","Oil & NGL",94.9,"Million bbl/yr",37.8440224134425
"6210",2009,"Marathon Oil","Investor-owned Company","Natural Gas",349.67,"Bcf/yr",25.4875827978259
"6211",2010,"Marathon Oil","Investor-owned Company","Oil & NGL",93.44,"Million bbl/yr",37.2618066840049
"6212",2010,"Marathon Oil","Investor-owned Company","Natural Gas",320.47,"Bcf/yr",23.3591833992601
"6213",2011,"Marathon Oil","Investor-owned Company","Oil & NGL",93.805,"Million bbl/yr",37.4073606163643
"6214",2011,"Marathon Oil","Investor-owned Company","Natural Gas",310.25,"Bcf/yr",22.614243609762
"6215",2012,"Marathon Oil","Investor-owned Company","Oil & NGL",117.895,"Million bbl/yr",47.0139201520843
"6216",2012,"Marathon Oil","Investor-owned Company","Natural Gas",323.755,"Bcf/yr",23.5986283315987
"6217",2013,"Marathon Oil","Investor-owned Company","Oil & NGL",125.925,"Million bbl/yr",50.216106663991
"6218",2013,"Marathon Oil","Investor-owned Company","Natural Gas",310.98,"Bcf/yr",22.6674535947262
"6219",2014,"Marathon Oil","Investor-owned Company","Oil & NGL",118.26,"Million bbl/yr",47.1594740844437
"6220",2014,"Marathon Oil","Investor-owned Company","Natural Gas",294.92,"Bcf/yr",21.496833925515
"6221",2015,"Marathon Oil","Investor-owned Company","Oil & NGL",108.77,"Million bbl/yr",43.3750718430995
"6222",2015,"Marathon Oil","Investor-owned Company","Natural Gas",285.43,"Bcf/yr",20.8051041209811
"6223",2016,"Marathon Oil","Investor-owned Company","Oil & NGL",96.725,"Million bbl/yr",38.5717920752395
"6224",2016,"Marathon Oil","Investor-owned Company","Natural Gas",279.955,"Bcf/yr",20.40602923375
"6225",2017,"Marathon Oil","Investor-owned Company","Oil & NGL",94.17,"Million bbl/yr",37.5529145487237
"6226",2017,"Marathon Oil","Investor-owned Company","Natural Gas",304.045,"Bcf/yr",22.1619587375668
"6227",2018,"Marathon Oil","Investor-owned Company","Oil & NGL",100.74,"Million bbl/yr",40.1728853311928
"6228",2018,"Marathon Oil","Investor-owned Company","Natural Gas",315.36,"Bcf/yr",22.986713504511
"6229",2019,"Marathon Oil","Investor-owned Company","Oil & NGL",101.835,"Million bbl/yr",40.609547128271
"6230",2019,"Marathon Oil","Investor-owned Company","Natural Gas",295.285,"Bcf/yr",21.523438917997
"6231",2020,"Marathon Oil","Investor-owned Company","Oil & NGL",94.17,"Million bbl/yr",37.5529145487237
"6232",2020,"Marathon Oil","Investor-owned Company","Natural Gas",274.845,"Bcf/yr",20.0335593390009
"6233",2021,"Marathon Oil","Investor-owned Company","Oil & NGL",87.965,"Million bbl/yr",35.078497698614
"6234",2021,"Marathon Oil","Investor-owned Company","Natural Gas",232.87,"Bcf/yr",16.9739852035626
"6235",2022,"Marathon Oil","Investor-owned Company","Oil & NGL",87.6,"Million bbl/yr",34.9329437662546
"6236",2022,"Marathon Oil","Investor-owned Company","Natural Gas",224.475,"Bcf/yr",16.3620703764749
"6237",1983,"Murphy Oil","Investor-owned Company","Oil & NGL",20.8,"Million bbl/yr",8.29458025500109
"6238",1983,"Murphy Oil","Investor-owned Company","Natural Gas",61.4,"Bcf/yr",4.47546996821721
"6239",1984,"Murphy Oil","Investor-owned Company","Oil & NGL",20.1,"Million bbl/yr",8.01543572718856
"6240",1984,"Murphy Oil","Investor-owned Company","Natural Gas",61.4,"Bcf/yr",4.47546996821721
"6241",1985,"Murphy Oil","Investor-owned Company","Oil & NGL",19.4,"Million bbl/yr",7.73629119937602
"6242",1985,"Murphy Oil","Investor-owned Company","Natural Gas",69.3,"Bcf/yr",5.05130405207577
"6243",1986,"Murphy Oil","Investor-owned Company","Oil & NGL",19.4,"Million bbl/yr",7.73629119937602
"6244",1986,"Murphy Oil","Investor-owned Company","Natural Gas",69.3,"Bcf/yr",5.05130405207577
"6245",1987,"Murphy Oil","Investor-owned Company","Oil & NGL",17.9,"Million bbl/yr",7.13812435406344
"6246",1987,"Murphy Oil","Investor-owned Company","Natural Gas",66.5,"Bcf/yr",4.84721095906261
"6247",1988,"Murphy Oil","Investor-owned Company","Oil & NGL",17.5,"Million bbl/yr",6.97861319531342
"6248",1988,"Murphy Oil","Investor-owned Company","Natural Gas",75.7,"Bcf/yr",5.51780255039157
"6249",1989,"Murphy Oil","Investor-owned Company","Oil & NGL",16.1,"Million bbl/yr",6.42032413968835
"6250",1989,"Murphy Oil","Investor-owned Company","Natural Gas",86.3,"Bcf/yr",6.29044068822712
"6251",1990,"Murphy Oil","Investor-owned Company","Oil & NGL",14.3,"Million bbl/yr",5.70252392531325
"6252",1990,"Murphy Oil","Investor-owned Company","Natural Gas",93.2,"Bcf/yr",6.79338438172384
"6253",1991,"Murphy Oil","Investor-owned Company","Oil & NGL",11.3,"Million bbl/yr",4.50619023468809
"6254",1991,"Murphy Oil","Investor-owned Company","Natural Gas",80.5,"Bcf/yr",5.86767642412842
"6255",1992,"Murphy Oil","Investor-owned Company","Oil & NGL",11.4,"Million bbl/yr",4.5460680243756
"6256",1992,"Murphy Oil","Investor-owned Company","Natural Gas",92.4,"Bcf/yr",6.73507206943436
"6257",1993,"Murphy Oil","Investor-owned Company","Oil & NGL",12.6,"Million bbl/yr",5.02460150062566
"6258",1993,"Murphy Oil","Investor-owned Company","Natural Gas",101.2,"Bcf/yr",7.37650750461859
"6259",1994,"Murphy Oil","Investor-owned Company","Oil & NGL",18.7,"Million bbl/yr",7.45714667156348
"6260",1994,"Murphy Oil","Investor-owned Company","Natural Gas",94.2,"Bcf/yr",6.86627477208568
"6261",1995,"Murphy Oil","Investor-owned Company","Oil & NGL",20.8,"Million bbl/yr",8.29458025500109
"6262",1995,"Murphy Oil","Investor-owned Company","Natural Gas",92.4,"Bcf/yr",6.73507206943436
"6263",1996,"Murphy Oil","Investor-owned Company","Oil & NGL",19.5,"Million bbl/yr",7.77616898906353
"6264",1996,"Murphy Oil","Investor-owned Company","Natural Gas",82.3,"Bcf/yr",5.99887912677974
"6265",1997,"Murphy Oil","Investor-owned Company","Oil & NGL",20.98531,"Million bbl/yr",8.36847778707101
"6266",1997,"Murphy Oil","Investor-owned Company","Natural Gas",98.064185,"Bcf/yr",7.14793672516606
"6267",1998,"Murphy Oil","Investor-owned Company","Oil & NGL",21.58172,"Million bbl/yr",8.60631291254626
"6268",1998,"Murphy Oil","Investor-owned Company","Natural Gas",84.278865,"Bcf/yr",6.14311936910313
"6269",1999,"Murphy Oil","Investor-owned Company","Oil & NGL",24.120295,"Million bbl/yr",9.61864051210585
"6270",1999,"Murphy Oil","Investor-owned Company","Natural Gas",87.761695,"Bcf/yr",6.39698420736707
"6271",2000,"Murphy Oil","Investor-owned Company","Oil & NGL",23.819535,"Million bbl/yr",9.4987040718417
"6272",2000,"Murphy Oil","Investor-owned Company","Natural Gas",83.73538,"Bcf/yr",6.10350453529732
"6273",2001,"Murphy Oil","Investor-owned Company","Oil & NGL",24.584575,"Million bbl/yr",9.803785114067
"6274",2001,"Murphy Oil","Investor-owned Company","Natural Gas",102.650775,"Bcf/yr",7.48225506069579
"6275",2002,"Murphy Oil","Investor-owned Company","Oil & NGL",27.87505,"Million bbl/yr",11.1159538142869
"6276",2002,"Murphy Oil","Investor-owned Company","Natural Gas",108.379815,"Bcf/yr",7.89984702269441
"6277",2003,"Murphy Oil","Investor-owned Company","Oil & NGL",30.45998,"Million bbl/yr",12.1467667632562
"6278",2003,"Murphy Oil","Investor-owned Company","Natural Gas",78.59691,"Bcf/yr",5.7289594511347
"6279",2004,"Murphy Oil","Investor-owned Company","Oil & NGL",35.3101,"Million bbl/yr",14.0808874164478
"6280",2004,"Murphy Oil","Investor-owned Company","Natural Gas",51.17738,"Bcf/yr",3.73033920589642
"6281",2005,"Murphy Oil","Investor-owned Company","Oil & NGL",36.992385,"Million bbl/yr",14.7517454906922
"6282",2005,"Murphy Oil","Investor-owned Company","Natural Gas",32.92227,"Bcf/yr",2.39971711189802
"6283",2006,"Murphy Oil","Investor-owned Company","Oil & NGL",32.053205,"Million bbl/yr",12.7821096780049
"6284",2006,"Murphy Oil","Investor-owned Company","Natural Gas",27.47063,"Bcf/yr",2.00234494418578
"6285",2007,"Murphy Oil","Investor-owned Company","Oil & NGL",33.40553,"Million bbl/yr",13.3213869973965
"6286",2007,"Murphy Oil","Investor-owned Company","Natural Gas",22.29493,"Bcf/yr",1.62508615078998
